  6.50000000000001054E-004  7.15907984945421340E-004           0           0           0
  6.45000000000001041E-004  7.15142712406475600E-004           0           0           0
  6.40000000000001028E-004  7.14455683109275650E-004           0           0           0
  6.35000000000001015E-004  7.13731240849512427E-004           0           0           0
  6.30000000000001002E-004  7.13114418523323247E-004           0           0           0
  6.25000000000000989E-004  7.12276851909354660E-004           0           0           0
  6.20000000000000976E-004  7.11408336081050213E-004           0           0           0
  6.15000000000000963E-004  7.10942599030230365E-004           0           0           0
  6.10000000000000949E-004  7.10322955303111783E-004           0           0           0
  6.05000000000000936E-004  7.09663872339202093E-004           0           0           0
