 -6.60000000000001514E-004 -7.28134189595565124E-004           0           0           0
 -6.55000000000001501E-004 -7.28246885858819994E-004           0           0           0
 -6.50000000000001488E-004 -7.30234593792552307E-004           0           0           0
 -6.45000000000001475E-004 -7.32199381933357229E-004           0           0           0
 -6.40000000000001462E-004 -7.31111654088778149E-004           0           0           0
 -6.35000000000001449E-004 -7.31292543399770958E-004           0           0           0
 -6.30000000000001436E-004 -7.30911519079220466E-004           0           0           0
 -6.25000000000001422E-004 -7.30417094089025332E-004           0           0           0
 -6.20000000000001409E-004 -7.29556658661876037E-004           0           0           0
 -6.15000000000001396E-004 -7.29397033265836493E-004           0           0           0
