  7.50000000000014029E-005 -7.14107806209406267E-004
  7.50500000000014041E-005 -7.13371907742611083E-004
  7.51000000000014053E-005 -7.12298524093684564E-004
  7.51500000000014065E-005 -7.11623328645228747E-004
  7.52000000000014078E-005 -7.11323057917694545E-004
  7.52500000000014090E-005 -7.11531846881255608E-004
  7.53000000000014102E-005 -7.10786861341434735E-004
  7.53500000000014114E-005 -7.10139646542902480E-004
  7.54000000000014126E-005 -7.09278677471999975E-004
  7.54500000000014138E-005 -7.08572320170964805E-004
