 -9.60000000000002301E-004 -7.46695162146390192E-004           0           0           0
 -9.55000000000002288E-004 -7.48896499377329616E-004           0           0           0
 -9.50000000000002275E-004 -7.47468498034948399E-004           0           0           0
 -9.45000000000002262E-004 -7.47439597968966251E-004           0           0           0
 -9.40000000000002249E-004 -7.48375992107278183E-004           0           0           0
 -9.35000000000002236E-004 -7.48118926408515312E-004           0           0           0
 -9.30000000000002222E-004 -7.47858493907677894E-004           0           0           0
 -9.25000000000002209E-004 -7.48259612096657464E-004           0           0           0
 -9.20000000000002196E-004 -7.48035702092243043E-004           0           0           0
 -9.15000000000002183E-004 -7.47544682614812274E-004           0           0           0
