 zone
   4287.5197691162730        2271.7241523838170        576.62995706218726     
   4393.9701504301374        2213.2410340896668        528.66269404247271     
   4487.1603924445681        2148.3877254141048        500.32576070360386     
   4567.6398190148866        2077.5333695742852        490.70068997310489     
   4635.9577539964175        2001.0471097873594        498.86901477850006     
   4692.6635212444826        1919.2980892704804        523.91226804731355     
   4738.2433058029119        1832.9784982902850        564.65207446908062     
   4772.9307592476862        1744.0726692350981        618.87045007949291     
   4796.8963867722941        1654.8879941255566        684.08949766442731     
   4810.3106973761851        1567.7318587046350        757.83132248145762     
   4813.3442000588120        1484.9116487153076        837.61802978815842     
   4806.2884361410579        1408.2989407617431        921.28650165947704     
   4789.9190705953170        1338.0220365442096        1007.9327714227506     
   4765.1328010410543        1273.7734406995964        1096.9676368216262     
   4732.8263249412685        1215.2456519130351        1187.8019017079741     
   4693.8963397589541        1162.1311688696585        1279.8463699336642     
   4649.1844354716031        1114.1349648063351        1372.5544782843394     
   4599.3117478132981        1071.0118870603401        1465.5502436886388     
   4544.8443113493968        1032.5292650244000        1558.5003021884797     
   4486.3481575202704        998.45442432792879        1651.0712967140780     
   4424.3893177662885        968.55469060034000        1742.9298701956488     
   4359.4680917147007        942.63029162770340        1833.7754952198727     
   4291.8218174110989        920.61305100481343        1923.4390101463646     
   4221.6221105925861        902.46769862167935        2011.7840693480123     
   4149.0405822650337        888.15896229036287        2098.6743340068801     
   4074.2488434343168        877.65156982292672        2183.9734653050336     
   3997.4151094455992        870.90465094076967        2267.5541181759086     
   3918.6939725620045        867.85494018606335        2349.3249658142090     
   3838.2366406997244        868.43357529194179        2429.2036625706114     
   3756.1943161244517        872.57169334941273        2507.1078690884124     
   3672.7182011018849        880.20043144948352        2582.9552460109085     
   3587.9563766538204        891.25324168014697        2656.6642602283096     
   3502.0443943918458        905.67284251369585        2728.1566416567357     
   3415.1146972331385        923.40426602085654        2797.3549153082822     
   3327.2997218257660        944.39254496906540        2864.1816117674457     
   3238.7319048177951        968.58271212575971        2928.5592616187228     
   3149.5338647091148        995.97452081197798        2990.3654930411849     
