 -1.76000000000000440E-003 -5.82863280940966542E-004           0           0           0
 -1.75500000000000439E-003 -5.82635839048745922E-004           0           0           0
 -1.75000000000000437E-003 -5.84297430953782107E-004           0           0           0
 -1.74500000000000436E-003 -5.86069591798921651E-004           0           0           0
 -1.74000000000000435E-003 -5.87708905573155463E-004           0           0           0
 -1.73500000000000433E-003 -5.93133241956069791E-004           0           0           0
 -1.73000000000000432E-003 -5.96406068116639562E-004           0           0           0
 -1.72500000000000431E-003 -5.98981782097736241E-004           0           0           0
 -1.72000000000000429E-003 -6.00510941517219936E-004           0           0           0
 -1.71500000000000428E-003 -6.04344842004068180E-004           0           0           0
