 -1.51000000000000374E-003 -6.63302404470709909E-004           0           0           0
 -1.50500000000000373E-003 -6.63500210554016849E-004           0           0           0
 -1.50000000000000372E-003 -6.64373415389262379E-004           0           0           0
 -1.49500000000000370E-003 -6.66647112861381186E-004           0           0           0
 -1.49000000000000369E-003 -6.68004033916034406E-004           0           0           0
 -1.48500000000000368E-003 -6.69705373864623111E-004           0           0           0
 -1.48000000000000367E-003 -6.70970132082385619E-004           0           0           0
 -1.47500000000000365E-003 -6.72369139510384933E-004           0           0           0
 -1.47000000000000364E-003 -6.73469229040868193E-004           0           0           0
 -1.46500000000000363E-003 -6.74561207418410851E-004           0           0           0
