 -6.10000000000001383E-004 -7.28364943273501634E-004           0           0           0
 -6.05000000000001370E-004 -7.25567334163209460E-004           0           0           0
 -6.00000000000001357E-004 -7.26727281668434382E-004           0           0           0
 -5.95000000000001344E-004 -7.25915712011320174E-004           0           0           0
 -5.90000000000001331E-004 -7.23920762704859306E-004           0           0           0
 -5.85000000000001318E-004 -7.22906862616905363E-004           0           0           0
 -5.80000000000001304E-004 -7.22177718941038383E-004           0           0           0
 -5.75000000000001291E-004 -7.21548581350640829E-004           0           0           0
 -5.70000000000001278E-004 -7.20762646214676722E-004           0           0           0
 -5.65000000000001265E-004 -7.20750861607149162E-004           0           0           0
