 -1.56000000000000387E-003 -6.50795283489550539E-004           0           0           0
 -1.55500000000000386E-003 -6.52552002793319649E-004           0           0           0
 -1.55000000000000385E-003 -6.53938078393882707E-004           0           0           0
 -1.54500000000000384E-003 -6.53375385845895908E-004           0           0           0
 -1.54000000000000382E-003 -6.54999854463661903E-004           0           0           0
 -1.53500000000000381E-003 -6.56846072099052632E-004           0           0           0
 -1.53000000000000380E-003 -6.58192149832285728E-004           0           0           0
 -1.52500000000000378E-003 -6.59292654876921045E-004           0           0           0
 -1.52000000000000377E-003 -6.60996965769207294E-004           0           0           0
 -1.51500000000000376E-003 -6.64166682948808614E-004           0           0           0
