 -7.60000000000001777E-004 -7.39194977881786272E-004           0           0           0
 -7.55000000000001763E-004 -7.38354482730945480E-004           0           0           0
 -7.50000000000001750E-004 -7.34963318397348570E-004           0           0           0
 -7.45000000000001737E-004 -7.33413083100041855E-004           0           0           0
 -7.40000000000001724E-004 -7.33658146138089465E-004           0           0           0
 -7.35000000000001711E-004 -7.34890904418899777E-004           0           0           0
 -7.30000000000001698E-004 -7.34678938618710969E-004           0           0           0
 -7.25000000000001685E-004 -7.34025700524781107E-004           0           0           0
 -7.20000000000001672E-004 -7.33017791940380548E-004           0           0           0
 -7.15000000000001659E-004 -7.31895215264121183E-004           0           0           0
