 -8.50000000000002229E-004  3.11553426152099886E-004           0           0           0
 -8.55000000000002243E-004  3.10922318218128106E-004           0           0           0
 -8.60000000000002256E-004  3.09463894849625011E-004           0           0           0
 -8.65000000000002269E-004  3.07976230718021355E-004           0           0           0
 -8.70000000000002282E-004  3.06213623988276418E-004           0           0           0
 -8.75000000000002295E-004  3.04435390855269680E-004           0           0           0
 -8.80000000000002308E-004  3.02177568246952358E-004           0           0           0
 -8.85000000000002321E-004  3.00260707278517764E-004           0           0           0
 -8.90000000000002334E-004  2.98812045138900184E-004           0           0           0
 -8.95000000000002347E-004  2.93890034785175330E-004           0           0           0
