  1.24000000000000282E-003  9.67921960389488047E-005           0           0           0
  1.24500000000000283E-003  9.89389962159539077E-005           0           0           0
  1.25000000000000284E-003  1.01202079866370148E-004           0           0           0
  1.25500000000000286E-003  1.03504327161931285E-004           0           0           0
  1.26000000000000287E-003  1.05882229887574458E-004           0           0           0
  1.26500000000000288E-003  1.08343324267190264E-004           0           0           0
  1.27000000000000290E-003  1.10731564971217224E-004           0           0           0
  1.27500000000000291E-003  1.13320312158593603E-004           0           0           0
  1.28000000000000292E-003  1.16118878164378307E-004           0           0           0
  1.28500000000000294E-003  1.18233081277754781E-004           0           0           0
