 -1.91000000000000479E-003 -5.24373453635070441E-004           0           0           0
 -1.90500000000000478E-003 -5.28032107795161579E-004           0           0           0
 -1.90000000000000477E-003 -5.31302041423890891E-004           0           0           0
 -1.89500000000000475E-003 -5.33619674013314171E-004           0           0           0
 -1.89000000000000474E-003 -5.35822264661976072E-004           0           0           0
 -1.88500000000000473E-003 -5.38067350362888370E-004           0           0           0
 -1.88000000000000471E-003 -5.40130445780668774E-004           0           0           0
 -1.87500000000000470E-003 -5.41820396256321632E-004           0           0           0
 -1.87000000000000469E-003 -5.43880631743104176E-004           0           0           0
 -1.86500000000000467E-003 -5.45858652225028520E-004           0           0           0
