  5.80000000000009897E-005 -2.96837233305595265E-004
  5.80500000000009909E-005 -3.00686615502816399E-004
  5.81000000000009921E-005 -3.04153710377500245E-004
  5.81500000000009933E-005 -3.08435338008801365E-004
  5.82000000000009945E-005 -3.12160683358917704E-004
  5.82500000000009958E-005 -3.15824616249731668E-004
  5.83000000000009970E-005 -3.19916512494051596E-004
  5.83500000000009982E-005 -3.23523272470221501E-004
  5.84000000000009994E-005 -3.27074497144893780E-004
  5.84500000000010006E-005 -3.30680832019191254E-004
