  7.90000000000015001E-005 -6.54242444925893954E-004
  7.90500000000015013E-005 -6.53912093169552568E-004
  7.91000000000015026E-005 -6.52706011618637985E-004
  7.91500000000015038E-005 -6.51964247044583244E-004
  7.92000000000015050E-005 -6.50129706517145185E-004
  7.92500000000015062E-005 -6.47932671927757510E-004
  7.93000000000015074E-005 -6.46465039064265533E-004
  7.93500000000015086E-005 -6.45310732021908110E-004
  7.94000000000015098E-005 -6.44181833593976036E-004
  7.94500000000015111E-005 -6.43604354399217099E-004
