  3.65000000000004671E-005  6.82143249972770962E-004
  3.65500000000004683E-005  6.81843550168432090E-004
  3.66000000000004695E-005  6.81080552569231072E-004
  3.66500000000004707E-005  6.80228749469404567E-004
  3.67000000000004719E-005  6.79718080654974723E-004
  3.67500000000004732E-005  6.80517813412737506E-004
  3.68000000000004744E-005  6.79944088796470753E-004
  3.68500000000004756E-005  6.79393480173797132E-004
  3.69000000000004768E-005  6.77689902779155667E-004
  3.69500000000004780E-005  6.77010707483244540E-004
