 -1.26000000000000309E-003 -7.28331665760838416E-004           0           0           0
 -1.25500000000000307E-003 -7.29289743160232507E-004           0           0           0
 -1.25000000000000306E-003 -7.29071990240028837E-004           0           0           0
 -1.24500000000000305E-003 -7.29699431806420367E-004           0           0           0
 -1.24000000000000304E-003 -7.29654947511011861E-004           0           0           0
 -1.23500000000000302E-003 -7.30196656766823990E-004           0           0           0
 -1.23000000000000301E-003 -7.30775357884620724E-004           0           0           0
 -1.22500000000000300E-003 -7.31182381718097595E-004           0           0           0
 -1.22000000000000298E-003 -7.31649349559647518E-004           0           0           0
 -1.21500000000000297E-003 -7.31986868995103965E-004           0           0           0
