 -1.06000000000000256E-003 -7.45104387829098385E-004           0           0           0
 -1.05500000000000255E-003 -7.45281954486879707E-004           0           0           0
 -1.05000000000000254E-003 -7.45381965298898253E-004           0           0           0
 -1.04500000000000252E-003 -7.45343892118427074E-004           0           0           0
 -1.04000000000000251E-003 -7.45599527191964130E-004           0           0           0
 -1.03500000000000250E-003 -7.46983625954806434E-004           0           0           0
 -1.03000000000000248E-003 -7.47162262449720593E-004           0           0           0
 -1.02500000000000247E-003 -7.47208768301016089E-004           0           0           0
 -1.02000000000000246E-003 -7.47249340958896927E-004           0           0           0
 -1.01500000000000245E-003 -7.47124689606601150E-004           0           0           0
