  5.35000000000008803E-005  9.51255058328975492E-006
  5.35500000000008815E-005  6.42794219886549729E-006
  5.36000000000008827E-005  2.97070532412363889E-006
  5.36500000000008839E-005  1.04382548553699356E-006
  5.37000000000008852E-005 -1.38879173756806025E-006
  5.37500000000008864E-005 -6.79182599704618796E-006
  5.38000000000008876E-005 -1.17067602191062765E-005
  5.38500000000008888E-005 -1.60643082112320022E-005
  5.39000000000008900E-005 -2.03185477389907174E-005
  5.39500000000008912E-005 -2.44919291908689960E-005
