 -1.90000000000000498E-003 -3.68491012304916397E-004           0           0           0
 -1.90500000000000500E-003 -3.71352582519353803E-004           0           0           0
 -1.91000000000000501E-003 -3.74239652642242827E-004           0           0           0
 -1.91500000000000502E-003 -3.77632624365755528E-004           0           0           0
 -1.92000000000000504E-003 -3.80762225934236202E-004           0           0           0
 -1.92500000000000505E-003 -3.84017107507481710E-004           0           0           0
 -1.93000000000000506E-003 -3.87496035866220236E-004           0           0           0
 -1.93500000000000508E-003 -3.91642203443980184E-004           0           0           0
 -1.94000000000000509E-003 -3.95177228817838945E-004           0           0           0
 -1.94500000000000510E-003 -3.98760436276980048E-004           0           0           0
