 -1.35000000000000354E-003  9.51255058328975492E-006           0           0           0
 -1.35500000000000355E-003  6.42794219886549729E-006           0           0           0
 -1.36000000000000357E-003  2.97070532412363889E-006           0           0           0
 -1.36500000000000358E-003  1.04382548553699356E-006           0           0           0
 -1.37000000000000359E-003 -1.38879173756806025E-006           0           0           0
 -1.37500000000000361E-003 -6.79182599704618796E-006           0           0           0
 -1.38000000000000362E-003 -1.17067602191062765E-005           0           0           0
 -1.38500000000000363E-003 -1.60643082112320022E-005           0           0           0
 -1.39000000000000365E-003 -2.03185477389907174E-005           0           0           0
 -1.39500000000000366E-003 -2.44919291908689960E-005           0           0           0
