  4.00000000000000399E-004  6.87209016544452263E-004           0           0           0
  3.95000000000000386E-004  6.86503645240626212E-004           0           0           0
  3.90000000000000372E-004  6.85680690455992546E-004           0           0           0
  3.85000000000000359E-004  6.85337179119615029E-004           0           0           0
  3.80000000000000346E-004  6.84968175161082137E-004           0           0           0
  3.75000000000000333E-004  6.84470752218351909E-004           0           0           0
  3.70000000000000320E-004  6.83853111432491815E-004           0           0           0
  3.65000000000000307E-004  6.83387236358735137E-004           0           0           0
  3.60000000000000294E-004  6.82777993254881526E-004           0           0           0
  3.55000000000000281E-004  6.82492970442759718E-004           0           0           0
