  1.40000000000000302E-003  7.08358513743234555E-004           0           0           0
  1.39500000000000301E-003  7.09183983636746222E-004           0           0           0
  1.39000000000000300E-003  7.10580850990731160E-004           0           0           0
  1.38500000000000298E-003  7.11251127725205505E-004           0           0           0
  1.38000000000000297E-003  7.11734373935675284E-004           0           0           0
  1.37500000000000296E-003  7.12248723599505362E-004           0           0           0
  1.37000000000000294E-003  7.12916765537272750E-004           0           0           0
  1.36500000000000293E-003  7.14293742679575675E-004           0           0           0
  1.36000000000000292E-003  7.15335870411034475E-004           0           0           0
  1.35500000000000290E-003  7.15705232289372598E-004           0           0           0
