  1.60000000000000355E-003  6.73986860247712699E-004           0           0           0
  1.59500000000000353E-003  6.75453233238903681E-004           0           0           0
  1.59000000000000352E-003  6.76885197433515075E-004           0           0           0
  1.58500000000000351E-003  6.78117614771273384E-004           0           0           0
  1.58000000000000349E-003  6.79514356991714930E-004           0           0           0
  1.57500000000000348E-003  6.80892304813204624E-004           0           0           0
  1.57000000000000347E-003  6.82146908928653924E-004           0           0           0
  1.56500000000000345E-003  6.83144696477226807E-004           0           0           0
  1.56000000000000344E-003  6.84199994978142655E-004           0           0           0
  1.55500000000000343E-003  6.85136482815232816E-004           0           0           0
