  1.95000000000000446E-003  5.32594422357361708E-004           0           0           0
  1.94500000000000445E-003  5.35121363338382440E-004           0           0           0
  1.94000000000000444E-003  5.37543136675321044E-004           0           0           0
  1.93500000000000442E-003  5.39944615494377354E-004           0           0           0
  1.93000000000000441E-003  5.42211437239997047E-004           0           0           0
  1.92500000000000440E-003  5.44488682021313105E-004           0           0           0
  1.92000000000000439E-003  5.46658858370333250E-004           0           0           0
  1.91500000000000437E-003  5.48863430121572494E-004           0           0           0
  1.91000000000000436E-003  5.51031051629078295E-004           0           0           0
  1.90500000000000435E-003  5.56863641196853531E-004           0           0           0
