  7.05000000000012935E-005 -7.46695162146390192E-004
  7.05500000000012947E-005 -7.48896499377329616E-004
  7.06000000000012959E-005 -7.47468498034948399E-004
  7.06500000000012972E-005 -7.47439597968966251E-004
  7.07000000000012984E-005 -7.48375992107278183E-004
  7.07500000000012996E-005 -7.48118926408515312E-004
  7.08000000000013008E-005 -7.47858493907677894E-004
  7.08500000000013020E-005 -7.48259612096657464E-004
  7.09000000000013032E-005 -7.48035702092243043E-004
  7.09500000000013044E-005 -7.47544682614812274E-004
