  7.25000000000013421E-005 -7.39194977881786272E-004
  7.25500000000013433E-005 -7.38354482730945480E-004
  7.26000000000013446E-005 -7.34963318397348570E-004
  7.26500000000013458E-005 -7.33413083100041855E-004
  7.27000000000013470E-005 -7.33658146138089465E-004
  7.27500000000013482E-005 -7.34890904418899777E-004
  7.28000000000013494E-005 -7.34678938618710969E-004
  7.28500000000013506E-005 -7.34025700524781107E-004
  7.29000000000013518E-005 -7.33017791940380548E-004
  7.29500000000013531E-005 -7.31895215264121183E-004
