  5.40000000000001091E-004  4.33026496050130694E-006           0           0           0
  5.45000000000001104E-004  4.42479341878785586E-006           0           0           0
  5.50000000000001117E-004  4.47430123065308029E-006           0           0           0
  5.55000000000001130E-004  4.64731403075745480E-006           0           0           0
  5.60000000000001144E-004  4.60444379347483254E-006           0           0           0
  5.65000000000001157E-004  4.81461510601596825E-006           0           0           0
  5.70000000000001170E-004  4.88739009535979605E-006           0           0           0
  5.75000000000001183E-004  4.96869580817930206E-006           0           0           0
  5.80000000000001196E-004  5.13818011240057464E-006           0           0           0
  5.85000000000001209E-004  5.44555047595466376E-006           0           0           0
