  4.40000000000000829E-004  3.32493645694828200E-006           0           0           0
  4.45000000000000842E-004  3.35099488631387447E-006           0           0           0
  4.50000000000000855E-004  3.37369570058193456E-006           0           0           0
  4.55000000000000868E-004  3.41120207639309482E-006           0           0           0
  4.60000000000000881E-004  3.54927014599597486E-006           0           0           0
  4.65000000000000894E-004  3.60279715483133329E-006           0           0           0
  4.70000000000000908E-004  3.64895080257230561E-006           0           0           0
  4.75000000000000921E-004  3.60467116689228334E-006           0           0           0
  4.80000000000000934E-004  3.74426594991220612E-006           0           0           0
  4.85000000000000947E-004  3.81890435251752071E-006           0           0           0
