  6.50000000000011598E-005 -6.63302404470709909E-004
  6.50500000000011610E-005 -6.63500210554016849E-004
  6.51000000000011623E-005 -6.64373415389262379E-004
  6.51500000000011635E-005 -6.66647112861381186E-004
  6.52000000000011647E-005 -6.68004033916034406E-004
  6.52500000000011659E-005 -6.69705373864623111E-004
  6.53000000000011671E-005 -6.70970132082385619E-004
  6.53500000000011683E-005 -6.72369139510384933E-004
  6.54000000000011695E-005 -6.73469229040868193E-004
  6.54500000000011708E-005 -6.74561207418410851E-004
