  9.50000000000001841E-004  7.32975458048981850E-004           0           0           0
  9.45000000000001828E-004  7.33003243982143491E-004           0           0           0
  9.40000000000001815E-004  7.32852273598250700E-004           0           0           0
  9.35000000000001802E-004  7.33003644071478851E-004           0           0           0
  9.30000000000001789E-004  7.33207510734128209E-004           0           0           0
  9.25000000000001776E-004  7.32921264036221257E-004           0           0           0
  9.20000000000001763E-004  7.32739711832035311E-004           0           0           0
  9.15000000000001749E-004  7.32709862630259116E-004           0           0           0
  9.10000000000001736E-004  7.32583633138151474E-004           0           0           0
  9.05000000000001723E-004  7.32647659587591909E-004           0           0           0
