  7.30000000000013543E-005 -7.30548647655607990E-004
  7.30500000000013555E-005 -7.30141569336451588E-004
  7.31000000000013567E-005 -7.30935812271949945E-004
  7.31500000000013579E-005 -7.30330255023985933E-004
  7.32000000000013591E-005 -7.30084156093960984E-004
  7.32500000000013604E-005 -7.29566807959466219E-004
  7.33000000000013616E-005 -7.29404151065680593E-004
  7.33500000000013628E-005 -7.29193909224705667E-004
  7.34000000000013640E-005 -7.28935630605941488E-004
  7.34500000000013652E-005 -7.29513952946907141E-004
