  7.35000000000013664E-005 -7.28134189595565124E-004
  7.35500000000013676E-005 -7.28246885858819994E-004
  7.36000000000013689E-005 -7.30234593792552307E-004
  7.36500000000013701E-005 -7.32199381933357229E-004
  7.37000000000013713E-005 -7.31111654088778149E-004
  7.37500000000013725E-005 -7.31292543399770958E-004
  7.38000000000013737E-005 -7.30911519079220466E-004
  7.38500000000013749E-005 -7.30417094089025332E-004
  7.39000000000013762E-005 -7.29556658661876037E-004
  7.39500000000013774E-005 -7.29397033265836493E-004
