  7.80000000000014758E-005 -6.83812797407496917E-004
  7.80500000000014770E-005 -6.82752446190062015E-004
  7.81000000000014782E-005 -6.82239795263838681E-004
  7.81500000000014795E-005 -6.81370633639712792E-004
  7.82000000000014807E-005 -6.80485684629919042E-004
  7.82500000000014819E-005 -6.79449528030862462E-004
  7.83000000000014831E-005 -6.78100917221250940E-004
  7.83500000000014843E-005 -6.77322354257048559E-004
  7.84000000000014855E-005 -6.75156751768942777E-004
  7.84500000000014868E-005 -6.72770068364574145E-004
