 -1.31000000000000322E-003 -7.15273400202145831E-004           0           0           0
 -1.30500000000000321E-003 -7.16589108344003155E-004           0           0           0
 -1.30000000000000319E-003 -7.16940880229892451E-004           0           0           0
 -1.29500000000000318E-003 -7.17848605286464819E-004           0           0           0
 -1.29000000000000317E-003 -7.19853606948855115E-004           0           0           0
 -1.28500000000000315E-003 -7.24056075313207217E-004           0           0           0
 -1.28000000000000314E-003 -7.24847079232973841E-004           0           0           0
 -1.27500000000000313E-003 -7.25747055093693390E-004           0           0           0
 -1.27000000000000311E-003 -7.26715325612150697E-004           0           0           0
 -1.26500000000000310E-003 -7.27699627542569938E-004           0           0           0
