  7.90000000000015001E-005   72606760.285291851     
  7.90500000000015013E-005   73218484.205211133     
  7.91000000000015026E-005   73715487.522041321     
  7.91500000000015038E-005   74273316.362840146     
  7.92000000000015050E-005   74687991.553745762     
  7.92500000000015062E-005   75055180.022535980     
  7.93000000000015074E-005   75517920.117418543     
  7.93500000000015086E-005   76021705.894869715     
  7.94000000000015098E-005   76528820.200810611     
  7.94500000000015111E-005   77108170.426297188     
