 -9.60000000000002301E-004  5.29558362895045168E-002
 -9.55000000000002288E-004  5.40286011158211954E-002
 -9.50000000000002275E-004  5.43916275901225807E-002
 -9.45000000000002262E-004  5.33677210030006413E-002
 -9.40000000000002249E-004  5.18671095648734690E-002
 -9.35000000000002236E-004  5.18100942346942858E-002
 -9.30000000000002222E-004  5.15253423019403911E-002
 -9.25000000000002209E-004  5.17080137888735400E-002
 -9.20000000000002196E-004  5.10147223888805235E-002
 -9.15000000000002183E-004  5.06571328894745085E-002
