  6.60000000000011841E-005 -6.90637482500896247E-004
  6.60500000000011853E-005 -6.91723043698694827E-004
  6.61000000000011866E-005 -6.93306737854302809E-004
  6.61500000000011878E-005 -6.94024204134044962E-004
  6.62000000000011890E-005 -6.94671284338082055E-004
  6.62500000000011902E-005 -6.95693916085254036E-004
  6.63000000000011914E-005 -6.99217689772346686E-004
  6.63500000000011926E-005 -7.00224585186458044E-004
  6.64000000000011939E-005 -7.04493053542711977E-004
  6.64500000000011951E-005 -7.06612335423092855E-004
