  7.15000000000013178E-005 -7.47872239513319996E-004
  7.15500000000013190E-005 -7.47785927298916632E-004
  7.16000000000013202E-005 -7.47308210521893776E-004
  7.16500000000013215E-005 -7.46681929789816011E-004
  7.17000000000013227E-005 -7.46653692839427006E-004
  7.17500000000013239E-005 -7.47391532267088288E-004
  7.18000000000013251E-005 -7.48783662409394308E-004
  7.18500000000013263E-005 -7.49282646679832608E-004
  7.19000000000013275E-005 -7.48980430807388029E-004
  7.19500000000013288E-005 -7.48532473613696000E-004
