 -9.00000000000002361E-004  -156158586.92646429     
 -9.05000000000002374E-004  -156611709.97595465     
 -9.10000000000002387E-004  -156987065.22858551     
 -9.15000000000002400E-004  -157382856.97999665     
 -9.20000000000002413E-004  -157777433.80144772     
 -9.25000000000002426E-004  -158134687.50105423     
 -9.30000000000002439E-004  -158529039.41038743     
 -9.35000000000002452E-004  -158942787.51742381     
 -9.40000000000002466E-004  -159376238.63967496     
 -9.45000000000002479E-004  -159824284.20634237     
