  7.70000000000014515E-005 -6.92095631365387156E-004
  7.70500000000014527E-005 -6.93796782376248310E-004
  7.71000000000014539E-005 -6.93118838273284500E-004
  7.71500000000014552E-005 -6.93751948297053342E-004
  7.72000000000014564E-005 -6.93123235192192786E-004
  7.72500000000014576E-005 -6.92997007858569473E-004
  7.73000000000014588E-005 -6.93470705999888609E-004
  7.73500000000014600E-005 -6.94428767787574376E-004
  7.74000000000014612E-005 -6.93620776140366972E-004
  7.74500000000014624E-005 -6.92954890689993406E-004
